handover_alt_km,handover_vel_ms,rocket_dv_ms,burn_time_s,tw_equiv,apogee_km,max_g,max_q_kPa,tr1_pass,tr2_pass,tr3_pass,all_pass
25,600,500,80,0.63710499490316,154.37232000000026,1.63710499490316,12.931605568501983,False,True,True,False
25,600,700,40,1.783893985728848,148.83782000000045,2.783893985728848,12.931605568501983,False,True,True,False
25,600,700,60,1.1892626571525653,167.83782000000042,2.1892626571525655,12.931605568501983,False,True,True,False
25,600,700,80,0.891946992864424,186.83782000000045,1.891946992864424,12.931605568501983,False,True,True,False
25,600,1000,40,2.54841997961264,199.1795400000006,3.54841997961264,12.931605568501983,False,True,True,False
25,600,1000,60,1.6989466530750934,200.07307000000046,2.6989466530750934,12.931605568501983,False,True,True,False
25,600,1000,80,1.27420998980632,200.20885000000015,2.27420998980632,12.931605568501983,False,True,True,False
25,700,100,40,0.254841997961264,87.2709900000001,1.254841997961264,17.601352023794366,True,True,True,True
25,700,100,60,0.16989466530750935,102.27098999999987,1.237852531430513,17.601352023794366,False,True,True,False
25,700,100,80,0.127420998980632,117.27099000000013,1.237852531430513,17.601352023794366,False,True,True,False
25,700,200,40,0.509683995922528,97.93534000000014,1.5096839959225279,17.601352023794366,True,True,True,True
25,700,200,60,0.3397893306150187,113.9353400000004,1.3397893306150186,17.601352023794366,False,True,True,False
25,700,200,80,0.254841997961264,129.93534000000017,1.254841997961264,17.601352023794366,False,True,True,False
25,700,300,40,0.764525993883792,109.61869000000017,1.764525993883792,17.601352023794366,False,True,True,False
25,700,300,60,0.509683995922528,126.6186900000002,1.5096839959225279,17.601352023794366,False,True,True,False
25,700,300,80,0.382262996941896,143.6186900000002,1.382262996941896,17.601352023794366,False,True,True,False
25,700,500,40,1.27420998980632,136.04557000000037,2.27420998980632,17.601352023794366,False,True,True,False
25,700,500,60,0.8494733265375467,155.04557000000034,1.8494733265375467,17.601352023794366,False,True,True,False
25,700,500,80,0.63710499490316,174.04557000000034,1.63710499490316,17.601352023794366,False,True,True,False
